date,station,mean_airtemp,daily_precip,mean_windspeed
12/2/92,Toolik Field Station,-5,0,11.2
12/3/92,Toolik Field Station,-17.2,0,6.8
12/4/92,Toolik Field Station,-21.8,0,3.9
12/5/92,Toolik Field Station,-29.2,0,2.6
12/6/92,Toolik Field Station,-26.4,0,1.8
12/7/92,Toolik Field Station,-30.7,0,1.3
12/8/92,Toolik Field Station,-33,0,1.4
12/9/92,Toolik Field Station,-32.3,0,1.5
12/10/92,Toolik Field Station,-31.4,0,1.9
12/11/92,Toolik Field Station,-33.2,0,1.1
12/12/92,Toolik Field Station,-36.1,0,1
12/13/92,Toolik Field Station,-37,0,1.4
12/14/92,Toolik Field Station,-37,0,1.4
12/15/92,Toolik Field Station,-34.7,0,2.4
12/16/92,Toolik Field Station,-20.7,5.1,6.8
12/17/92,Toolik Field Station,-12.1,5.1,6.7
12/18/92,Toolik Field Station,-19.9,0,2.5
12/19/92,Toolik Field Station,-25.8,0,3.3
12/20/92,Toolik Field Station,-30.3,0,2.1
12/21/92,Toolik Field Station,-33.1,0,3.6
12/22/92,Toolik Field Station,-26.6,0,2.7
12/23/92,Toolik Field Station,-32.7,0,4
12/24/92,Toolik Field Station,-33.3,0,3.3
12/25/92,Toolik Field Station,-32.5,0,4
12/26/92,Toolik Field Station,-23.2,0,6.7
12/27/92,Toolik Field Station,-7.9,0,6.4
12/28/92,Toolik Field Station,-5.2,2.5,5.7
12/29/92,Toolik Field Station,-3.9,0,7.5
12/30/92,Toolik Field Station,-4.7,2.5,7.8
12/31/92,Toolik Field Station,-5.3,0,7.8
1/1/93,Toolik Field Station,-10.9,0,2.5
1/2/93,Toolik Field Station,-17.3,0,3.8
1/3/93,Toolik Field Station,-15,0,5.8
1/4/93,Toolik Field Station,-7.4,0,4.8
1/5/93,Toolik Field Station,-4.2,0,6.8
1/6/93,Toolik Field Station,-5.1,0,5.7
1/7/93,Toolik Field Station,-5.3,0,8.8
1/8/93,Toolik Field Station,-5.7,0,6.1
1/9/93,Toolik Field Station,-9.3,0,7.3
1/10/93,Toolik Field Station,-10.1,0,8.2
1/11/93,Toolik Field Station,-6.9,0,10.8
1/12/93,Toolik Field Station,-9.5,0,10.4
1/13/93,Toolik Field Station,-5.5,0,5.1
1/14/93,Toolik Field Station,-20.2,0,NA
1/15/93,Toolik Field Station,-30.6,5.1,NA
1/16/93,Toolik Field Station,-31.9,5.1,NA
1/17/93,Toolik Field Station,-33.1,0,NA
1/18/93,Toolik Field Station,-39.8,0,NA
1/19/93,Toolik Field Station,-43,0,NA
1/20/93,Toolik Field Station,-39.3,0,NA
1/21/93,Toolik Field Station,-33.2,2.5,NA
1/22/93,Toolik Field Station,-25.6,5.1,NA
1/23/93,Toolik Field Station,-25.6,0,NA
1/24/93,Toolik Field Station,-29.1,0,NA
1/25/93,Toolik Field Station,-31.8,2.5,NA
1/26/93,Toolik Field Station,-24.9,0,NA
1/27/93,Toolik Field Station,-30.1,0,NA
1/28/93,Toolik Field Station,-23.1,2.5,NA
1/29/93,Toolik Field Station,-23,0,NA
1/30/93,Toolik Field Station,-28.4,0,NA
1/31/93,Toolik Field Station,-30.3,0,NA
2/1/93,Toolik Field Station,-30.3,0,NA
2/2/93,Toolik Field Station,-27.9,2.5,NA
2/3/93,Toolik Field Station,-28.1,7.6,NA
2/4/93,Toolik Field Station,-31.7,0,NA
2/5/93,Toolik Field Station,-29.6,0,NA
2/6/93,Toolik Field Station,-21.1,0,NA
2/7/93,Toolik Field Station,-15.3,0,NA
2/8/93,Toolik Field Station,-9.2,0,NA
2/9/93,Toolik Field Station,-8.1,0,NA
2/10/93,Toolik Field Station,-17.2,0,NA
2/11/93,Toolik Field Station,-23.3,2.5,NA
2/12/93,Toolik Field Station,-22,0,NA
2/13/93,Toolik Field Station,-11.8,0,NA
2/14/93,Toolik Field Station,-7.5,0,NA
2/15/93,Toolik Field Station,-2.7,0,NA
2/16/93,Toolik Field Station,-5.2,0,NA
2/17/93,Toolik Field Station,-11.4,0,NA
2/18/93,Toolik Field Station,-8.7,0,NA
2/19/93,Toolik Field Station,-6.3,0,NA
2/20/93,Toolik Field Station,-6.4,0,NA
2/21/93,Toolik Field Station,-9.5,0,NA
2/22/93,Toolik Field Station,-13.1,0,NA
2/23/93,Toolik Field Station,-15.1,0,NA
2/24/93,Toolik Field Station,-17.4,0,NA
2/25/93,Toolik Field Station,-16.7,0,NA
2/26/93,Toolik Field Station,-19.5,0,NA
2/27/93,Toolik Field Station,-21.4,0,NA
2/28/93,Toolik Field Station,-19.6,0,NA
3/1/93,Toolik Field Station,-16.2,0,NA
3/2/93,Toolik Field Station,-15.7,0,NA
3/3/93,Toolik Field Station,-12.2,0,NA
3/4/93,Toolik Field Station,-14.5,0,NA
3/5/93,Toolik Field Station,-15.6,0,NA
3/6/93,Toolik Field Station,-18.1,0,NA
3/7/93,Toolik Field Station,-17.6,0,NA
3/8/93,Toolik Field Station,-15.4,0,NA
3/9/93,Toolik Field Station,-13.4,0,NA
3/10/93,Toolik Field Station,-12.2,0,NA
3/11/93,Toolik Field Station,-11.9,0,NA
3/12/93,Toolik Field Station,-13,0,NA
3/13/93,Toolik Field Station,-13.1,0,NA
3/14/93,Toolik Field Station,-14.5,0,NA
3/15/93,Toolik Field Station,-13.2,0,NA
3/16/93,Toolik Field Station,-13.9,0,NA
3/17/93,Toolik Field Station,-15.4,0,NA
3/18/93,Toolik Field Station,-12.3,0,NA
3/19/93,Toolik Field Station,-17.2,0,NA
3/20/93,Toolik Field Station,-8.6,0,NA
3/21/93,Toolik Field Station,-8.7,0,NA
3/22/93,Toolik Field Station,-16.9,0,NA
3/23/93,Toolik Field Station,-18.6,0,NA
3/24/93,Toolik Field Station,-16.1,0,NA
3/25/93,Toolik Field Station,-17.7,0,NA
3/26/93,Toolik Field Station,-19.8,0,NA
3/27/93,Toolik Field Station,-18.8,0,NA
3/28/93,Toolik Field Station,-10.3,5.1,NA
3/29/93,Toolik Field Station,-8.8,0,NA
3/30/93,Toolik Field Station,-9.1,2.5,NA
3/31/93,Toolik Field Station,-5.5,0,NA
4/1/93,Toolik Field Station,-7.2,0,NA
4/2/93,Toolik Field Station,-11,0,NA
4/3/93,Toolik Field Station,-6.4,0,NA
4/4/93,Toolik Field Station,-5,0,NA
4/5/93,Toolik Field Station,-4.8,0,NA
4/6/93,Toolik Field Station,-6.2,0,NA
4/7/93,Toolik Field Station,-7.8,0,NA
4/8/93,Toolik Field Station,-10.3,0,NA
4/9/93,Toolik Field Station,-10.2,0,NA
4/10/93,Toolik Field Station,-10.6,0,NA
4/11/93,Toolik Field Station,-7.1,0,NA
4/12/93,Toolik Field Station,-6.3,0,NA
4/13/93,Toolik Field Station,-7.7,0,NA
4/14/93,Toolik Field Station,-7.2,2.5,NA
4/15/93,Toolik Field Station,-6.1,0,NA
4/16/93,Toolik Field Station,-5.3,0,NA
4/17/93,Toolik Field Station,-2.8,0,NA
4/18/93,Toolik Field Station,-2.1,0,NA
4/19/93,Toolik Field Station,2.4,0,NA
4/20/93,Toolik Field Station,0.7,0,NA
4/21/93,Toolik Field Station,-1.4,0,NA
4/22/93,Toolik Field Station,-0.4,0,NA
4/23/93,Toolik Field Station,-7.1,0,NA
4/24/93,Toolik Field Station,-10.1,0,NA
4/25/93,Toolik Field Station,-11,0,NA
4/26/93,Toolik Field Station,-10,0,NA
4/27/93,Toolik Field Station,-9.8,0,NA
4/28/93,Toolik Field Station,-8.1,0,NA
4/29/93,Toolik Field Station,-5.1,2.5,NA
4/30/93,Toolik Field Station,-2.9,0,NA
5/1/93,Toolik Field Station,-1.8,0,NA
5/2/93,Toolik Field Station,-5.4,0,NA
5/3/93,Toolik Field Station,-4,0,NA
5/4/93,Toolik Field Station,-5.1,0,NA
5/5/93,Toolik Field Station,-5,0,NA
5/6/93,Toolik Field Station,-0.8,0,NA
5/7/93,Toolik Field Station,1.4,0,NA
5/8/93,Toolik Field Station,-1.3,0,NA
5/9/93,Toolik Field Station,0.2,0,NA
5/10/93,Toolik Field Station,-3.4,0,NA
5/11/93,Toolik Field Station,1.5,0,NA
5/12/93,Toolik Field Station,0.8,0,NA
5/13/93,Toolik Field Station,2.2,1.3,NA
5/14/93,Toolik Field Station,3.8,2,NA
5/15/93,Toolik Field Station,3.7,0.3,NA
5/16/93,Toolik Field Station,5.2,0,NA
5/17/93,Toolik Field Station,6.7,0,NA
5/18/93,Toolik Field Station,7.8,0,NA
5/19/93,Toolik Field Station,7.3,0,NA
5/20/93,Toolik Field Station,3.3,0,NA
5/21/93,Toolik Field Station,-7.8,0,NA
5/22/93,Toolik Field Station,0.4,0,NA
5/23/93,Toolik Field Station,-0.3,0,NA
5/24/93,Toolik Field Station,4.8,0.5,NA
5/25/93,Toolik Field Station,8.7,0,NA
5/26/93,Toolik Field Station,8.3,4.8,NA
5/27/93,Toolik Field Station,5.5,3,NA
5/28/93,Toolik Field Station,7.6,0,NA
5/29/93,Toolik Field Station,11.6,0,NA
5/30/93,Toolik Field Station,12.8,0,NA
5/31/93,Toolik Field Station,12,0,NA
6/1/93,Toolik Field Station,8.6,0,NA
6/2/93,Toolik Field Station,9,3.3,NA
6/3/93,Toolik Field Station,12.1,0,NA
6/4/93,Toolik Field Station,10.2,0,NA
6/5/93,Toolik Field Station,4.8,0.3,NA
6/6/93,Toolik Field Station,4.6,0.8,NA
6/7/93,Toolik Field Station,12.9,0,NA
6/8/93,Toolik Field Station,7.1,7.9,NA
6/9/93,Toolik Field Station,4.7,8.1,NA
6/10/93,Toolik Field Station,6.5,3.6,NA
6/11/93,Toolik Field Station,10,0,NA
6/12/93,Toolik Field Station,12.2,0,NA
6/13/93,Toolik Field Station,10.2,0.5,NA
6/14/93,Toolik Field Station,14.3,0,NA
6/15/93,Toolik Field Station,16.8,0,NA
6/16/93,Toolik Field Station,12.4,0,3.5
6/17/93,Toolik Field Station,9.1,0,3
6/18/93,Toolik Field Station,8.4,0,2.8
6/19/93,Toolik Field Station,5.4,0.3,2.8
6/20/93,Toolik Field Station,6.1,0,3.6
6/21/93,Toolik Field Station,2.9,0,4.1
6/22/93,Toolik Field Station,4.5,0,3.2
6/23/93,Toolik Field Station,3.6,6.6,2.6
6/24/93,Toolik Field Station,3.9,0.8,3.5
6/25/93,Toolik Field Station,7.9,0,2.6
6/26/93,Toolik Field Station,10.3,2,2.8
6/27/93,Toolik Field Station,11.3,0.3,2.6
6/28/93,Toolik Field Station,12.9,0.3,2.5
6/29/93,Toolik Field Station,15.5,0,2.4
6/30/93,Toolik Field Station,15.8,0,3.8
7/1/93,Toolik Field Station,17.5,0,2.6
7/2/93,Toolik Field Station,17.8,2.3,3.2
7/3/93,Toolik Field Station,14.6,1.5,2.7
7/4/93,Toolik Field Station,13.7,7.4,3.2
7/5/93,Toolik Field Station,11,10.9,3.7
7/6/93,Toolik Field Station,9.1,20.8,3.2
7/7/93,Toolik Field Station,12.2,0.8,3.7
7/8/93,Toolik Field Station,10.9,0,4.3
7/9/93,Toolik Field Station,12.8,0,2.9
7/10/93,Toolik Field Station,13.1,0,2.6
7/11/93,Toolik Field Station,15.2,0,2.5
7/12/93,Toolik Field Station,17.3,0,2.7
7/13/93,Toolik Field Station,20,0,2.5
7/14/93,Toolik Field Station,19.3,0,3.7
7/15/93,Toolik Field Station,18.4,0,3
7/16/93,Toolik Field Station,17.1,0,3.2
7/17/93,Toolik Field Station,15.9,1.5,2.6
7/18/93,Toolik Field Station,17.5,0,2.4
7/19/93,Toolik Field Station,14.2,0,3.9
7/20/93,Toolik Field Station,11.4,1.5,2.5
7/21/93,Toolik Field Station,9.7,0,3.6
7/22/93,Toolik Field Station,6.9,0.3,3.9
7/23/93,Toolik Field Station,13.8,0,3.1
7/24/93,Toolik Field Station,14,2.3,4.1
7/25/93,Toolik Field Station,12.7,0,2.7
7/26/93,Toolik Field Station,15.5,0,1.9
7/27/93,Toolik Field Station,16.1,4.6,3.7
7/28/93,Toolik Field Station,12.1,0,2.9
7/29/93,Toolik Field Station,10.8,7.1,3.7
7/30/93,Toolik Field Station,5.9,1.5,2.4
7/31/93,Toolik Field Station,12.7,3.8,4
8/1/93,Toolik Field Station,15.6,4.3,5.8
8/2/93,Toolik Field Station,14.6,0.5,7.2
8/3/93,Toolik Field Station,12.3,0.3,3.8
8/4/93,Toolik Field Station,9.6,7.4,3.7
8/5/93,Toolik Field Station,4.7,8.1,3.4
8/6/93,Toolik Field Station,5.9,1,3.1
8/7/93,Toolik Field Station,2.6,1,3.3
8/8/93,Toolik Field Station,2.9,3,2.6
8/9/93,Toolik Field Station,3.7,0,2.2
8/10/93,Toolik Field Station,8,0,2.4
8/11/93,Toolik Field Station,8,0.5,3.6
8/12/93,Toolik Field Station,2.3,4.6,3.2
8/13/93,Toolik Field Station,4.2,0,3
8/14/93,Toolik Field Station,3.8,0,3.1
8/15/93,Toolik Field Station,1.2,0.5,3.8
8/16/93,Toolik Field Station,2.5,0.3,2.7
8/17/93,Toolik Field Station,7.3,0,3.9
8/18/93,Toolik Field Station,9.6,0,3.4
8/19/93,Toolik Field Station,12.4,0,4
8/20/93,Toolik Field Station,13.1,0,2
8/21/93,Toolik Field Station,8.2,1.8,1.8
8/22/93,Toolik Field Station,5.6,1.5,1.8
8/23/93,Toolik Field Station,3.3,4.3,1.6
8/24/93,Toolik Field Station,2.5,3.3,2
8/25/93,Toolik Field Station,2.5,0,2.1
8/26/93,Toolik Field Station,1.8,1,2.3
8/27/93,Toolik Field Station,4.6,0,2
8/28/93,Toolik Field Station,7.4,1.5,2.6
8/29/93,Toolik Field Station,5.5,7.1,3
8/30/93,Toolik Field Station,1.4,4.1,3
8/31/93,Toolik Field Station,-2.9,0.5,3.4
9/1/93,Toolik Field Station,-5,0,3.1
9/2/93,Toolik Field Station,-1.7,9.4,3.3
9/3/93,Toolik Field Station,4,0.3,4.9
9/4/93,Toolik Field Station,2.1,0,3.8
9/5/93,Toolik Field Station,1.7,0,3.3
9/6/93,Toolik Field Station,9.2,0,3.7
9/7/93,Toolik Field Station,8.9,6.4,4.9
9/8/93,Toolik Field Station,4.2,1.8,3.1
9/9/93,Toolik Field Station,6.1,0.3,3.3
9/10/93,Toolik Field Station,0.3,5.1,2.7
9/11/93,Toolik Field Station,-0.3,0,2.1
9/12/93,Toolik Field Station,1.7,0,2.7
9/13/93,Toolik Field Station,3.6,0.5,2.8
9/14/93,Toolik Field Station,7.7,0,7.2
9/15/93,Toolik Field Station,8.1,0,4.4
9/16/93,Toolik Field Station,4,1.8,3.2
9/17/93,Toolik Field Station,-5,0,4.9
9/18/93,Toolik Field Station,-4.8,0,3.5
9/19/93,Toolik Field Station,-3.9,0,3.7
9/20/93,Toolik Field Station,-5.4,0.3,2.6
9/21/93,Toolik Field Station,-5.5,0,6
9/22/93,Toolik Field Station,-5.3,0,4.6
9/23/93,Toolik Field Station,-5.6,0,3.7
9/24/93,Toolik Field Station,-5.4,0,3.1
9/25/93,Toolik Field Station,-7.1,0,2.9
9/26/93,Toolik Field Station,-8,0,5.5
9/27/93,Toolik Field Station,-5.6,0,6.1
9/28/93,Toolik Field Station,-6.4,0,3.3
9/29/93,Toolik Field Station,-9.8,0,1.9
9/30/93,Toolik Field Station,-3.4,0,7.2
10/1/93,Toolik Field Station,0.2,NA,8.8
10/2/93,Toolik Field Station,-3,NA,5.5
10/3/93,Toolik Field Station,-6,0,3
10/4/93,Toolik Field Station,-12.8,0,2.4
10/5/93,Toolik Field Station,-5.2,0,3.6
10/6/93,Toolik Field Station,2.6,5.1,5.9
10/7/93,Toolik Field Station,5.4,0,6.5
10/8/93,Toolik Field Station,-0.3,5.1,2.7
10/9/93,Toolik Field Station,3.2,0,3.8
10/10/93,Toolik Field Station,3.6,0,6.8
10/11/93,Toolik Field Station,-3,0,4.1
10/12/93,Toolik Field Station,-8.7,0,1
10/13/93,Toolik Field Station,-4.5,0,2.3
10/14/93,Toolik Field Station,1.8,0,3.7
10/15/93,Toolik Field Station,-0.2,0,3.1
10/16/93,Toolik Field Station,-4.5,0,2.2
10/17/93,Toolik Field Station,-4.6,0,1.5
10/18/93,Toolik Field Station,-4.5,0,3.2
10/19/93,Toolik Field Station,-6.9,0,3.6
10/20/93,Toolik Field Station,-10.4,0,4.2
10/21/93,Toolik Field Station,-12.1,0,3
10/22/93,Toolik Field Station,-10.7,2.5,1.9
10/23/93,Toolik Field Station,-15.9,0,2.9
10/24/93,Toolik Field Station,-6.6,0,6
10/25/93,Toolik Field Station,-13.5,0,2.6
10/26/93,Toolik Field Station,-18.8,0,3
10/27/93,Toolik Field Station,-11.6,0,3.7
10/28/93,Toolik Field Station,-15.5,0,2
10/29/93,Toolik Field Station,-14.4,0,1.6
10/30/93,Toolik Field Station,-12,0,1.6
10/31/93,Toolik Field Station,-12.7,0,2.5
11/1/93,Toolik Field Station,-9,0,2.2
11/2/93,Toolik Field Station,-14.4,0,2.2
11/3/93,Toolik Field Station,-6.9,0,6
11/4/93,Toolik Field Station,-6.2,2.5,3.6
11/5/93,Toolik Field Station,-3.8,0,2.3
11/6/93,Toolik Field Station,-4.6,0,2.7
11/7/93,Toolik Field Station,-10.2,0,2
11/8/93,Toolik Field Station,-7.5,0,2.6
11/9/93,Toolik Field Station,-5.5,0,4.5
11/10/93,Toolik Field Station,-5.2,0,4.2
11/11/93,Toolik Field Station,-4.9,0,4.8
11/12/93,Toolik Field Station,-14.4,2.5,2
11/13/93,Toolik Field Station,-16.5,0,1.5
11/14/93,Toolik Field Station,-20.4,2.5,1.8
11/15/93,Toolik Field Station,-20.9,0,2.1
11/16/93,Toolik Field Station,-17.5,2.5,3.8
11/17/93,Toolik Field Station,-19.8,10.2,7.8
11/18/93,Toolik Field Station,-31,0,2.6
11/19/93,Toolik Field Station,-27.9,2.5,4.4
11/20/93,Toolik Field Station,-19.7,0,8.5
11/21/93,Toolik Field Station,-4.2,0,12.5
11/22/93,Toolik Field Station,-1.4,0,9.9
11/23/93,Toolik Field Station,-13.6,0,5.5
11/24/93,Toolik Field Station,-18.8,0,4.2
11/25/93,Toolik Field Station,-31.1,0,3.3
11/26/93,Toolik Field Station,-29.4,0,3.7
11/27/93,Toolik Field Station,-29.2,0,3.6
11/28/93,Toolik Field Station,-28.5,0,3.3
11/29/93,Toolik Field Station,-27.9,0,3.4
11/30/93,Toolik Field Station,-22.1,0,3.2
12/1/93,Toolik Field Station,-8.7,0,5.6
12/2/93,Toolik Field Station,-17.8,0,2
12/3/93,Toolik Field Station,-21.8,0,1.3
12/4/93,Toolik Field Station,-17.6,0,3.4
12/5/93,Toolik Field Station,-13.1,0,5.5
12/6/93,Toolik Field Station,-14.1,0,2.1
12/7/93,Toolik Field Station,-18.7,0,1.4
12/8/93,Toolik Field Station,-18,0,3.5
12/9/93,Toolik Field Station,-21.6,0,3.3
12/10/93,Toolik Field Station,-26.5,0,2
12/11/93,Toolik Field Station,-26.4,0,1.1
12/12/93,Toolik Field Station,-26,0,0.8
12/13/93,Toolik Field Station,-32.5,0,1
12/14/93,Toolik Field Station,-36.7,0,0.8
12/15/93,Toolik Field Station,-35.7,0,1.1
12/16/93,Toolik Field Station,-35.3,0,0.6
12/17/93,Toolik Field Station,-34.3,0,0.6
12/18/93,Toolik Field Station,-32.8,0,0.6
12/19/93,Toolik Field Station,-31.1,0,0.6
12/20/93,Toolik Field Station,-16.8,0,2.1
12/21/93,Toolik Field Station,-18.4,0,1.8
12/22/93,Toolik Field Station,-22.2,0,1.6
12/23/93,Toolik Field Station,-26.9,0,1.8
12/24/93,Toolik Field Station,-18.1,2.5,2.8
12/25/93,Toolik Field Station,-8.4,0,3.6
12/26/93,Toolik Field Station,-11.3,2.5,4.8
12/27/93,Toolik Field Station,-8.9,0,4.5
12/28/93,Toolik Field Station,-16.6,0,1.4
12/29/93,Toolik Field Station,-17.5,0,4.1
12/30/93,Toolik Field Station,-9.3,5.1,11.2
12/31/93,Toolik Field Station,-11.2,0,6.3
1/1/94,Toolik Field Station,-12.8,0,6.9
1/2/94,Toolik Field Station,-14.9,0,5.2
1/3/94,Toolik Field Station,-16.2,0,4.3
1/4/94,Toolik Field Station,-15.4,0,3.8
1/5/94,Toolik Field Station,-25.8,0,2.7
1/6/94,Toolik Field Station,-33.5,0,1.6
1/7/94,Toolik Field Station,-32.6,0,1.6
1/8/94,Toolik Field Station,-37.6,0,1.2
1/9/94,Toolik Field Station,-34.4,0,1.4
1/10/94,Toolik Field Station,-37.2,0,1.6
1/11/94,Toolik Field Station,-32.4,0,2.7
1/12/94,Toolik Field Station,-17.8,0,7.1
1/13/94,Toolik Field Station,-16.4,0,4.1
1/14/94,Toolik Field Station,-15.9,0,5.1
1/15/94,Toolik Field Station,-17.1,0,4.1
1/16/94,Toolik Field Station,-12.4,0,4.7
1/17/94,Toolik Field Station,-10.7,0,7.4
1/18/94,Toolik Field Station,-17.4,0,2.9
1/19/94,Toolik Field Station,-21.2,0,2.2
1/20/94,Toolik Field Station,-33.9,2.5,2
1/21/94,Toolik Field Station,-34.6,0,2.3
1/22/94,Toolik Field Station,-30.7,0,1.6
1/23/94,Toolik Field Station,-20.2,2.5,1.7
1/24/94,Toolik Field Station,-17.5,0,1.6
1/25/94,Toolik Field Station,-18.4,0,1.3
1/26/94,Toolik Field Station,-23.3,0,1.2
1/27/94,Toolik Field Station,-28.6,0,0.9
1/28/94,Toolik Field Station,-22.5,0,1.7
1/29/94,Toolik Field Station,-6.2,0,3.6
1/30/94,Toolik Field Station,-8.2,0,2.1
1/31/94,Toolik Field Station,-4.7,0,3.2
2/1/94,Toolik Field Station,1,0,7.3
2/2/94,Toolik Field Station,-1.3,0,7
2/3/94,Toolik Field Station,-4.1,0,5.6
2/4/94,Toolik Field Station,-6.5,0,3.4
2/5/94,Toolik Field Station,-10.5,0,5.3
2/6/94,Toolik Field Station,-12.8,0,4.4
2/7/94,Toolik Field Station,-14,0,4.5
2/8/94,Toolik Field Station,-12.5,0,2.3
2/9/94,Toolik Field Station,-24.9,0,1.4
2/10/94,Toolik Field Station,-29.7,2.5,2.4
2/11/94,Toolik Field Station,-27.9,0,4.5
2/12/94,Toolik Field Station,-25.6,0,5.4
2/13/94,Toolik Field Station,-21.5,0,4.9
2/14/94,Toolik Field Station,-22.1,0,5.8
2/15/94,Toolik Field Station,-23.5,0,2.3
2/16/94,Toolik Field Station,-26.8,2.5,1.1
2/17/94,Toolik Field Station,-32.7,0,2.1
2/18/94,Toolik Field Station,-30.7,0,3.9
2/19/94,Toolik Field Station,-27.7,2.5,4.2
2/20/94,Toolik Field Station,-24,0,3.3
2/21/94,Toolik Field Station,-24.9,0,3.8
2/22/94,Toolik Field Station,-23.2,0,3.2
2/23/94,Toolik Field Station,-24.2,0,4.2
2/24/94,Toolik Field Station,-28.6,2.5,3.1
2/25/94,Toolik Field Station,-25.7,5.1,5.7
2/26/94,Toolik Field Station,-23.8,0,4.5
2/27/94,Toolik Field Station,-37.9,0,2.3
2/28/94,Toolik Field Station,-39.6,0,1.4
3/1/94,Toolik Field Station,-40.2,0,2.9
3/2/94,Toolik Field Station,-37.9,0,1.8
3/3/94,Toolik Field Station,-34.8,0,2
3/4/94,Toolik Field Station,-34.2,0,2.4
3/5/94,Toolik Field Station,-29.6,0,3.3
3/6/94,Toolik Field Station,-30.5,0,2.7
3/7/94,Toolik Field Station,-34,0,2.2
3/8/94,Toolik Field Station,-35,0,1.7
3/9/94,Toolik Field Station,-32.5,0,1.8
3/10/94,Toolik Field Station,-28.6,0,1.9
3/11/94,Toolik Field Station,-12.4,0,3.8
3/12/94,Toolik Field Station,-8.2,0,4.3
3/13/94,Toolik Field Station,-19.8,2.5,3.6
3/14/94,Toolik Field Station,-27.9,2.5,4.2
3/15/94,Toolik Field Station,-23.9,0,2.2
3/16/94,Toolik Field Station,-25.9,0,1.8
3/17/94,Toolik Field Station,-30.3,0,2
3/18/94,Toolik Field Station,-33.6,0,2.7
3/19/94,Toolik Field Station,-34.4,0,2.6
3/20/94,Toolik Field Station,-35.9,0,2.4
3/21/94,Toolik Field Station,-33.7,0,2.2
3/22/94,Toolik Field Station,-32,0,2
3/23/94,Toolik Field Station,-18.1,0,1.7
3/24/94,Toolik Field Station,-10.3,0,4.2
3/25/94,Toolik Field Station,-4.7,0,7.3
3/26/94,Toolik Field Station,-21.9,0,5.7
3/27/94,Toolik Field Station,-8.9,0,8.1
3/28/94,Toolik Field Station,-3.7,0,6.7
3/29/94,Toolik Field Station,-0.7,0,5.6
3/30/94,Toolik Field Station,-3.8,0,3
3/31/94,Toolik Field Station,-13.2,0,1.9
4/1/94,Toolik Field Station,-3.7,0,4.4
4/2/94,Toolik Field Station,0.2,0,5.1
4/3/94,Toolik Field Station,-2.8,0,3.3
4/4/94,Toolik Field Station,-6.4,0,2.1
4/5/94,Toolik Field Station,-13.6,0,3.2
4/6/94,Toolik Field Station,-12.4,0,3.4
4/7/94,Toolik Field Station,-25,5.1,2.3
4/8/94,Toolik Field Station,-30.9,2.5,1.8
4/9/94,Toolik Field Station,-31.4,0,1.8
4/10/94,Toolik Field Station,-32.8,0,1.5
4/11/94,Toolik Field Station,-33.7,0,1.8
4/12/94,Toolik Field Station,-34.2,0,1.8
4/13/94,Toolik Field Station,-24.7,0,3
4/14/94,Toolik Field Station,-30.2,0,2.2
4/15/94,Toolik Field Station,-30.7,0,1.7
4/16/94,Toolik Field Station,-28.6,0,1.2
4/17/94,Toolik Field Station,-24.2,0,1.8
4/18/94,Toolik Field Station,-23.8,0,2
4/19/94,Toolik Field Station,-20.7,0,1.1
4/20/94,Toolik Field Station,-19.2,0,1.6
4/21/94,Toolik Field Station,-19.7,0,1.7
4/22/94,Toolik Field Station,-9.3,0,1.7
4/23/94,Toolik Field Station,0.3,0,3
4/24/94,Toolik Field Station,-0.4,0,3.1
4/25/94,Toolik Field Station,-11.1,0,2
4/26/94,Toolik Field Station,-1,0,2.2
4/27/94,Toolik Field Station,-1.5,0,2.5
4/28/94,Toolik Field Station,-3.1,0,1.6
4/29/94,Toolik Field Station,-0.9,0,1.9
4/30/94,Toolik Field Station,-4.6,0,2.2
5/1/94,Toolik Field Station,-1.2,0,2.7
5/2/94,Toolik Field Station,-2.9,0,2.3
5/3/94,Toolik Field Station,3.6,0,2.4
5/4/94,Toolik Field Station,1,0,1.8
5/5/94,Toolik Field Station,-1.7,0,2.7
5/6/94,Toolik Field Station,-3.5,0,1.8
5/7/94,Toolik Field Station,-1.3,0,1.4
5/8/94,Toolik Field Station,-2.5,0,3
5/9/94,Toolik Field Station,-6.9,0,1.6
5/10/94,Toolik Field Station,-1.8,0,1.6
5/11/94,Toolik Field Station,-6.8,0,2.7
5/12/94,Toolik Field Station,-11.5,0,2
5/13/94,Toolik Field Station,-7.5,0,2.1
5/14/94,Toolik Field Station,2.4,0,2.1
5/15/94,Toolik Field Station,4.6,0,2.9
5/16/94,Toolik Field Station,6.6,0,3.5
5/17/94,Toolik Field Station,8.4,0,3.4
5/18/94,Toolik Field Station,9.5,0,4
5/19/94,Toolik Field Station,9.5,0,5.2
5/20/94,Toolik Field Station,4,0,2.7
5/21/94,Toolik Field Station,5.7,0,3.8
5/22/94,Toolik Field Station,5.5,2.5,2.9
5/23/94,Toolik Field Station,0.9,2.5,3.1
5/24/94,Toolik Field Station,0.4,0,3.2
5/25/94,Toolik Field Station,-0.4,7.6,2.9
5/26/94,Toolik Field Station,-1,0,3.3
5/27/94,Toolik Field Station,-2.1,0,4.2
5/28/94,Toolik Field Station,-6.9,5.1,1.7
5/29/94,Toolik Field Station,-8,2.5,1.2
5/30/94,Toolik Field Station,-6.8,0,1.8
5/31/94,Toolik Field Station,-4.7,0,2.5
6/1/94,Toolik Field Station,-0.7,0,2.8
6/2/94,Toolik Field Station,4,0,3.4
